city,sub_location,display_name,name_ar,name_en,poi_name,category,latitude,longitude,dist_to_center_m
Jenin,عجة,منطقة عجة,منطقة عجة,,Ejah Area,tertiary,32.3567131,35.1960255,537
Jenin,الألمانية,شارع اشبيلية,شارع اشبيلية,,Eshbilia,residential,32.4649576,35.3083614,1052
Jenin,الرامة,منطقة الرامة,منطقة الرامة,,Al Rameh Area,tertiary,32.3548257,35.1702042,158
Jenin,ميثلون,القصوب,القصوب,,Al Qsoub,residential,32.3496647,35.2737817,205
Jenin,يعبد,يعبد,يعبد,,Ya'bad,residential,32.4446302,35.1702354,208
Jenin,جبع,منطقة جبع,منطقة جبع,,Jab'a Zone,residential,32.325503,35.2138667,751
Jenin,صير,منطقة صير,منطقة صير,,Sair area,residential,32.3624699,35.3166516,230
Jenin,ميثلون,شارع سيريس-ميثلون,شارع سيريس-ميثلون,,Siris - Meithalun highay,secondary,32.3411344,35.2796635,925
Jenin,الرامة,منطقة الرامة,منطقة الرامة,,Al Rameh Area,service,32.3539484,35.1704703,244
Jenin,السويطات,شارع السكة,شارع السكة,,Al-Seka,residential,32.4516298,35.2969263,872
Jenin,تعنك,منطقة تعنك,منطقة تعنك,ta'anak area,منطقة تعنك,residential,32.5204653,35.2210609,267
Jenin,Jenin City,شارع الربيع,شارع الربيع,,Al-Rabia',residential,32.4586263,35.2981374,366
Jenin,رابا,منطقة فراحنة,منطقة فراحنة,,Farhaneh area,residential,32.3907733,35.3773291,239
Jenin,مخيم جنين,سد مأرب,سد مأرب,,Sadd Ma'reb,residential,32.4681712,35.2857337,880
Jenin,عجة,منطقة عجة,منطقة عجة,,Ejah Area,residential,32.357874,35.1932798,460
Jenin,Jenin City,الراضون,الراضون,,Al-Radon,residential,32.4562558,35.301417,723
Jenin,Jenin City,شارع عبدالله بن المبارك,شارع عبدالله بن المبارك,,Abdallah Ibn Al-Mubarak,residential,32.4608697,35.2960343,183
Jenin,جبع,الشارع المؤدي للعين الشرقية,الشارع المؤدي للعين الشرقية,,To Alein Alsharqia,tertiary,32.3241469,35.2248268,306
Jenin,قباطية,يؤدي الى مدينة جنين,يؤدي الى مدينة جنين,,To Jenin City,residential,32.4156793,35.285569,858
Jenin,السويطات,شارع عماد الدين,شارع عماد الدين,,Imad Addin,tertiary,32.4523041,35.3053755,674
Jenin,جبع,منطقة جبع,منطقة جبع,,Jab'a zone,residential,32.3233391,35.2227106,116
Jenin,برقين,وادي برقين,وادي برقين,Wadi Burqin,وادي برقين,secondary,32.4610252,35.2657643,720
Jenin,جبع,منطقة جبع,منطقة جبع,,Jab'a zone,tertiary,32.3238475,35.2210613,51
Jenin,الألمانية,شارع سبعين,شارع سبعين,Sab'een,Sab'een,tertiary,32.4592817,35.3181951,400
Jenin,رابا,منطقة رابا,منطقة رابا,,Raba area,residential,32.3878884,35.3814101,347
Jenin,صير,منطقة صير,منطقة صير,,Sair area,residential,32.3647956,35.314163,163
Jenin,يعبد,يعبد,يعبد,,Ya'bad,residential,32.4507542,35.1653689,617
Jenin,Jenin City,شارع انطاكيا,شارع انطاكيا,,Antakia,residential,32.4674953,35.3067899,1067
Jenin,دير أبو ضعيف,ابو ضعيف,ابو ضعيف,,Abu Da'eef,living_street,32.4559189,35.3647455,65
Jenin,مخيم جنين,شارع المدينة المنورة,شارع المدينة المنورة,,Almadina Almunawara,residential,32.4570989,35.2914894,491
Jenin,صانور,منطقة صانور,منطقة صانور,,sanoor area,tertiary,32.3551116,35.2456906,185
Jenin,Jenin City,شارع البلدة القديمة,شارع البلدة القديمة,,Old City,tertiary,32.4592063,35.3020055,512
Jenin,جبع,الى منطقة الحرايق,الى منطقة الحرايق,,To Alharaiq zone,tertiary,32.3285064,35.2265789,703
Jenin,المغير,طريق الى المغير,طريق الى المغير,,Main Road to al Moghayair,secondary,32.4231806,35.3867598,203
Jenin,ميثلون,فيوس,فيوس,,Fayyous,residential,32.3409132,35.2739854,768
Jenin,جلقموس,منطقة جلقموس,منطقة جلقموس,,Jalkamous area,residential,32.4277415,35.3653996,273
Jenin,مخيم جنين,شارع ابو القاسم الشابي,شارع ابو القاسم الشابي,,Abu Alqaem,residential,32.4662794,35.2881035,639
Jenin,عنزة,منطقة عنزة,منطقة عنزة,,Anzah Area,living_street,32.3560533,35.2203979,376
Jenin,Jenin City,شارع يونس,شارع يونس,,Younes,residential,32.4640078,35.2991251,278
Jenin,ميثلون,أبو خالد,أبو خالد,,Abu Khalid,residential,32.3444893,35.2694877,549
Jenin,برقين,الشهداء,الشهداء,,Al-Shuhadaa,secondary,32.4519556,35.2627295,509
Jenin,الألمانية,أمير الشعراء,أمير الشعراء,,Amir Al-Shoa'ra',residential,32.4596584,35.3092872,998
Jenin,دير أبو ضعيف,منطقة ابو ضعيف,منطقة ابو ضعيف,,Abu D'eef zone,residential,32.452553,35.3674337,419
Jenin,صير,شارع صير - الكفير,شارع صير - الكفير,,شارع صير - الكفير,secondary,32.3652587,35.3289148,1377
Jenin,صير,شارع الجديدة - صير,شارع الجديدة - صير,,شارع الجديدة - صير,secondary,32.3524645,35.3109773,1253
Jenin,مخيم جنين,بلاط الشهداء,بلاط الشهداء,,Balat Al-Shuhada',secondary,32.4647682,35.2815326,782
Jenin,مخيم جنين,شارع بخاري,شارع بخاري,,Bokhare,tertiary,32.4651637,35.2913322,593
Jenin,عرانة,منطقة عرانة,منطقة عرانة,Arraneh zone,منطقة عرانة,service,32.4954702,35.3219856,200
Jenin,برقين,الشهداء,الشهداء,,Al-Shuhadaa,secondary,32.4538281,35.2618327,285
Jenin,مخيم جنين,شارع نور الدين الشهيد,شارع نور الدين الشهيد,,Nour Al-Dein Al-Shaheid,residential,32.4615369,35.2927581,443
Jenin,عرانة,منطقة عرانة,منطقة عرانة,Arraneh zone,منطقة عرانة,tertiary,32.4963521,35.322923,144
Jenin,دير أبو ضعيف,ابو ضعيف,ابو ضعيف,,Abu Da'eef,residential,32.4559724,35.3649054,78
Jenin,المغير,منطقة المغير,منطقة المغير,,al Moghair area,residential,32.4212291,35.3879349,164
Jenin,الجلمة,منطقة الجلمة,منطقة الجلمة,Al Jalameh zone,منطقة الجلمة,residential,32.5075697,35.3120823,152
Jenin,المغير,منطقة المغير,منطقة المغير,,al Moghair area,residential,32.4204339,35.3880156,202
Jenin,المغير,طريق الى المطلة,طريق الى المطلة,Main road to al Motalla,Main road to al Motalla,tertiary,32.419846,35.3960833,944
Jenin,رابا,منطقة رابا,منطقة رابا,,Raba area,residential,32.3864449,35.3840388,633
Jenin,دير أبو ضعيف,ابو ضعيف,ابو ضعيف,,Abu Da'eef,living_street,32.4544888,35.3672587,279
Jenin,دير أبو ضعيف,ابو ضعيف,ابو ضعيف,,Abu Da'eef,residential,32.456024,35.3621954,225
Jenin,صير,منطقة صير,منطقة صير,,Sair area,tertiary,32.3637406,35.3144765,44
Jenin,مخيم جنين,قيساريه,قيساريه,,Qeesariya,residential,32.4666364,35.2852113,734
Jenin,عنزة,منطقة عنزة,منطقة عنزة,,Anzah Area,residential,32.356937,35.2189206,312
Jenin,Jenin City,شارع اللطرون,شارع اللطرون,,Allatron,residential,32.4671839,35.3062901,1009
Jenin,صير,منطقة صير,منطقة صير,,Sair area,residential,32.3641678,35.3154007,129
Jenin,مخيم جنين,طريق خاص,طريق خاص,,Private Road,residential,32.4667945,35.2799934,1037
Jenin,برقين,الشهداء,الشهداء,,Al-Shuhadaa,secondary,32.4418833,35.2638061,1618
Jenin,Jenin City,شارع أبو عبدالله بن الجراح,شارع أبو عبدالله بن الجراح,,Abu Abdallah Bin Al-Jarah,residential,32.4608257,35.2943875,321
Jenin,دير أبو ضعيف,منطقة ابو ضعيف,منطقة ابو ضعيف,,Abu D'eef zone,tertiary,32.4589431,35.3754459,1103
Jenin,يعبد,يعبد,يعبد,,Ya'bad,residential,32.4495096,35.1689774,354
Jenin,ميثلون,الجديدة,الجديدة,,Al Jadeeda,residential,32.3469234,35.2757514,208
Jenin,Jenin City,القسطل,القسطل,,Al-Qastal,residential,32.4646317,35.3059689,845
Jenin,دير أبو ضعيف,ابو ضعيف,ابو ضعيف,,Abu Da'eef,living_street,32.4548382,35.3660022,155
Jenin,مخيم جنين,الخضراء,الخضراء,,Al-Khadra',residential,32.4656029,35.2886254,565
Jenin,عرانة,منطقة عرانة,منطقة عرانة,Arraneh zone,منطقة عرانة,residential,32.4994908,35.3265643,507
Jenin,دير أبو ضعيف,ابو ضعيف,ابو ضعيف,,Abu Da'eef,residential,32.4529482,35.358773,599
Jenin,عنزة,الطريق الرئيسي ل مركة,الطريق الرئيسي ل مركة,Main Way to Merka,Main Way to Merka,tertiary,32.3570965,35.2121163,823
Jenin,مخيم جنين,شارع إبراهيم طوقان,شارع إبراهيم طوقان,,Ibrahim Touqan,residential,32.4671084,35.2893799,740
Jenin,بزارية,سكة حديد العفولة- نابلس القديمة,سكة حديد العفولة- نابلس القديمة,,Old Afula-Nablus Railway,track,32.3141156,35.1501511,1593
Jenin,بزارية,خدمة,خدمة,,service,track,32.3173332,35.1668121,1057
Jenin,بزارية,بزايريا-كفر رومان,بزايريا-كفر رومان,Bazzariya-Kafr Rumman,Bazzariya-Kafr Rumman,tertiary,32.3069579,35.1663232,135
Jenin,أم التوت,شارع أم التوت,شارع أم التوت,Umm At Tut,شارع أم التوت,residential,32.3355976,35.1204212,217
Jenin,بزارية,بزايريا-كفر رومان,بزايريا-كفر رومان,,Bazzariya-Kafr Rumman,tertiary,32.3049368,35.1439631,2044
Jenin,أم التوت,وطية جمعة,وطية جمعة,,Wat'et Jom'a,residential,32.3427606,35.1083146,1256
Jenin,أم التوت,شارع أبو الحلاوة,شارع أبو الحلاوة,Abu Helweh,شارع أبو الحلاوة,residential,32.3334215,35.1146949,378
Jenin,أم التوت,إيلار - إلى بال,إيلار - إلى بال,,Illar - Bal'a,tertiary,32.3518185,35.1197389,1861
Jenin,أم التوت,شارع الصنوبر,شارع الصنوبر,,As-Sunawbar,residential,32.3385689,35.1134191,588
Jenin,أم التوت,بلعا - العطارة,بلعا - العطارة,,Bal'a - Al 'Attara,tertiary,32.32938,35.1308367,1351
Jenin,مخيم جنين,شارع بخاري,شارع بخاري,,Bokhare,tertiary,32.4665015,35.287613,666
Jenin,Jenin City,شارع المحطة,شارع المحطة,Almahata,شارع المحطة,secondary,32.4620756,35.2939405,341
Jenin,Jenin City,عكاظ,عكاظ,Okath,عكاظ,residential,32.46967,35.305136,1120
Jenin,الجلمة,شارع الجلمة,شارع الجلمة,AljalamehStreet,شارع الجلمة,tertiary,32.5093307,35.3102706,294
Jenin,عانين,عانين,عانين,Anin,عانين,residential,32.5031329,35.1645698,357
Jenin,المغير,طريق رئيسي بجلقموس,طريق رئيسي بجلقموس,,Main road in Jalkamous,secondary,32.4273266,35.3768108,1100
Jenin,جلقموس,منطقة جلقموس,منطقة جلقموس,,Jalkamous area,secondary,32.4248481,35.3631971,135
Jenin,أم التوت,منطقة ام التوت,منطقة ام التوت,,Om el Toot zone,residential,32.4316202,35.3457451,160
Jenin,عانين,عانين,عانين,Anin,عانين,service,32.5051645,35.1659713,464
Jenin,عين إبراهيم,القدس,القدس,Al-Quds,القدس,tertiary,32.5312269,35.152522,771
Jenin,الجديدة,شارع الجديدة,شارع الجديدة,,Aljadedeh,residential,32.3365749,35.3055205,481
Jenin,الجديدة,شارع الجديدة,شارع الجديدة,,Aljadedeh,residential,32.3355527,35.3021783,153
Jenin,سيريس,شارع سيريس,شارع سيريس,Seres,شارع سيريس,secondary,32.3309985,35.2960429,579
Jenin,سيريس,شارع سيريس,شارع سيريس,,Seres,tertiary,32.3286118,35.2914694,81
Jenin,ميثلون,البيادر,البيادر,,Al Bayadir,residential,32.3501317,35.2729711,269
Jenin,ميثلون,الشروات,الشروات,,Ash Sharwat,residential,32.3456568,35.2758357,307
Jenin,ميثلون,القصوب,القصوب,,Al Qsoub,residential,32.3493881,35.2728925,195
Jenin,ميثلون,شارع ميثلون,شارع ميثلون,,Methalon,residential,32.3475097,35.2749597,114
Jenin,ميثلون,بيادر نعيرات,بيادر نعيرات,,Bayadir Neirat,residential,32.3465745,35.2745238,154
Jenin,عرابة,عرابة,عرابة,,Arraba,residential,32.4119442,35.1932958,1247
Jenin,عين إبراهيم,المدينة,المدينة,Al-Madina,المدينة,tertiary,32.529739,35.1538031,970
Jenin,عين إبراهيم,المدينة,المدينة,Al-Madina,المدينة,tertiary,32.5313614,35.1515781,695
Jenin,قباطية,شارع قباطية,شارع قباطية,,Kabatya,tertiary,32.4100317,35.2721334,746
Jenin,قباطية,شارع قباطية,شارع قباطية,,Kabatya,residential,32.4102379,35.2764929,344
Jenin,برقين,شارع الجابريات,شارع الجابريات,Jabriat,شارع الجابريات,tertiary,32.453713,35.2673209,683
Jenin,عين إبراهيم,قحاوش,قحاوش,,قحاوش,residential,32.5333484,35.1539659,774
Jenin,برطعة,شارع بلال بن رباح,شارع بلال بن رباح,,شارع بلال بن رباح,residential,32.4760589,35.0845238,578
Jenin,برطعة,شارع السدرة,شارع السدرة,,شارع السدرة,residential,32.473271,35.0833658,664
Jenin,عين إبراهيم,الخندق,الخندق,Al Handaq,الخندق,residential,32.5299757,35.1542905,987
Jenin,تلفيت,الطريق الرئيسي للجامعة العربية الامريكية,الطريق الرئيسي للجامعة العربية الامريكية,Main Road Of American University,Main Road Of American University,tertiary,32.4060418,35.3415144,270
Jenin,Jenin City,شارع ابو جهاد,شارع ابو جهاد,,Abu Jihad,tertiary,32.4647335,35.2951117,392
Jenin,Jenin City,شارع حيفا,شارع حيفا,Sharia Haifa,شارع حيفا,secondary,32.4647145,35.2935451,491
Jenin,Jenin City,دوار الداخلية,دوار الداخلية,,دوار الداخلية,secondary,32.4659971,35.2921173,686
Jenin,Jenin City,شارع الملك فيصل,شارع الملك فيصل,Sharia Al-Malik Faisal,شارع الملك فيصل,primary,32.4674034,35.3046764,906
Jenin,Jenin City,شارع فلسطين,شارع فلسطين,Palestine,شارع فلسطين,secondary,32.4687269,35.3006616,814
Jenin,Jenin City,شارع فلسطين,شارع فلسطين,,Palestine,secondary,32.4673179,35.2933932,720
Jenin,Jenin City,شارع اشبيلية,شارع اشبيلية,,Eshbilia,tertiary,32.4663907,35.3063476,964
Jenin,برطعة,شارع ام يونس,شارع ام يونس,,شارع ام يونس,residential,32.4771443,35.0844845,631
Jenin,برطعة,شارع الفروش,شارع الفروش,,شارع الفروش,residential,32.4712101,35.0843577,660
Jenin,صير,منطقة صير,منطقة صير,,Sair area,residential,32.3618529,35.313794,177
Jenin,عنزة,طريق رئيسي,طريق رئيسي,Main Road,Main Road,secondary,32.3425993,35.226638,1961
Jenin,عانين,عانين,عانين,Anin,عانين,tertiary,32.4987756,35.159414,818
Jenin,الزبابدة,طريق مدرسة البنات,طريق مدرسة البنات,,طريق مدرسة البنات,residential,32.3845569,35.3240445,134
Jenin,الزبابدة,شارع الصحية,شارع الصحية,,شارع الصحية,residential,32.3846195,35.3233855,146
Jenin,ميثلون,إمات العيال,إمات العيال,,Emmat Li'yal,track,32.3483274,35.2899156,1514
Jenin,الجديدة,khalet assara,khalet assara,,khalet assara,residential,32.3337862,35.3011441,204
Jenin,الجديدة,خلة نمر,خلة نمر,,khalet nemer,service,32.3409113,35.3171323,1668
Jenin,صانور,منطقة صانور,منطقة صانور,Sanoor Area,Sanoor Area,track,32.3528161,35.237792,877
Jenin,صانور,منطقة صانور,منطقة صانور,,Sanoor area,track,32.3688462,35.2501438,1402
Jenin,الزبابدة,شارع الدبه,شارع الدبه,,شارع الدبه,residential,32.3791257,35.324712,739
Jenin,صانور,ميثلون - صانور,ميثلون - صانور,,Sanur-Meithalun,secondary,32.3516466,35.2537921,937
Jenin,ميثلون,قطعة حردان,قطعة حردان,,Qattit Hardan,residential,32.3498336,35.2685283,544
Jenin,مسلية,جنين,جنين,,Jenin,residential,32.3693077,35.2763551,2173
Jenin,كفر راعي,كفر راعي,كفر راعي,,Kofur Ra'i,track,32.3599704,35.1334157,2620
Jenin,فحمة,منطقة فحمة,منطقة فحمة,,Fahmeh Arae,residential,32.3834499,35.179224,98
Jenin,Jenin City,فاطمة خاتون,فاطمة خاتون,,Fatima Khatoon,residential,32.4631788,35.299531,234
Jenin,سيلة الحارثية,شارع حيفا,شارع حيفا,Sharia Haifa,شارع حيفا,secondary,32.5135626,35.2333352,805
Jenin,ميثلون,أبو محلا,أبو محلا,,Abu Mhalla,residential,32.3533557,35.2704185,693
Jenin,ميثلون,الغرابا,الغرابا,,Al Gharaba,residential,32.3517949,35.2646683,966
Jenin,ميثلون,صلاح الدين,صلاح الدين,Salah Al-Din,صلاح الدين,residential,32.3513373,35.2677936,687
Jenin,ميثلون,القصوب,القصوب,,Al Qsoub,residential,32.3494724,35.2717754,265
Jenin,ميثلون,عمر بن الخطاب,عمر بن الخطاب,Omar Bin Al-Khattab,عمر بن الخطاب,residential,32.3488077,35.2717778,220
Jenin,ميثلون,الزاوية,الزاوية,,Az Zawyeh,residential,32.3482055,35.2725047,130
Jenin,برقين,شارع الجابريات,شارع الجابريات,,Jabriat Steet,tertiary,32.4538019,35.2633907,369
Jenin,مركة,منطة مركة,منطة مركة,,Merka area,residential,32.3975839,35.2381754,111
Jenin,برقين,الطريق الثالث المعدل: الشهداء,الطريق الثالث المعدل: الشهداء,,Modified Tertiary Road: Al-Shuhadaa,secondary,32.4556305,35.257975,259
Jenin,برقين,الطريق الثالث المعدل: الشهداء,الطريق الثالث المعدل: الشهداء,,Modified Tertiary Road: Al-Shuhadaa,secondary,32.4555618,35.2601037,87
Jenin,فحمة,سكة حديد العفولة- نابلس القديمة,سكة حديد العفولة- نابلس القديمة,,Old Afula-Nablus Railway,track,32.3849398,35.208634,480
Jenin,صانور,الغرابا,الغرابا,,Al Gharaba,track,32.3539987,35.2587625,1250
Jenin,جبع,منطقة جبع,منطقة جبع,,Jab'a Zone,residential,32.3251419,35.2183343,341
Jenin,جبع,منطقة جبع,منطقة جبع,,Jab'a Zone,tertiary,32.3257196,35.2172215,464
Jenin,جبع,منطقة جبع,منطقة جبع,,Jab'a zone,tertiary,32.3237883,35.222154,52
Jenin,جبع,جبع,جبع,,Jaba',residential,32.3266061,35.2217453,313
Jenin,جبع,جبع,جبع,,Jaba',residential,32.3262705,35.2186181,393
Jenin,جبع,جبع,جبع,,Jaba',residential,32.3269717,35.223386,392
Jenin,جبع,جبع,جبع,,Jaba',residential,32.3276253,35.2192617,480
Jenin,برطعة,شارع حلب,شارع حلب,,شارع حلب,residential,32.4741341,35.0891558,113
Jenin,عين إبراهيم,المدينة,المدينة,Al-Madina,المدينة,tertiary,32.5272903,35.1542809,1199
Jenin,عين إبراهيم,المدينة,المدينة,Al-Madina,المدينة,tertiary,32.5273043,35.1543787,1204
Jenin,عين إبراهيم,المدينة,المدينة,Al-Madina,المدينة,tertiary,32.5326878,35.1489014,416
Jenin,عين إبراهيم,المدينة,المدينة,Al-Madina,المدينة,tertiary,32.5297936,35.1539207,974
Jenin,سيريس,شارع سيريس الشمالي,شارع سيريس الشمالي,Seres Northern,شارع سيريس الشمالي,tertiary,32.3304466,35.2932634,345
Jenin,سيريس,شارع سيريس,شارع سيريس,,Seres,tertiary,32.3286028,35.2917662,98
Jenin,Jenin City,شارع حيفا,شارع حيفا,Sharia Haifa,شارع حيفا,tertiary,32.4613478,35.2991564,161
Jenin,Jenin City,شارع يحيى عياش,شارع يحيى عياش,Sharia Yahia Ayash,شارع يحيى عياش,tertiary,32.4628146,35.2972474,108
Jenin,سيريس,منزل د. أحمد سعود سمارة,منزل د. أحمد سعود سمارة,Dr. Ahmad Saud Samara house,منزل د. أحمد سعود سمارة,doctors,32.3275023,35.2918625,99
Jenin,سيريس,منزل وعيادة الدكتور احمد بسام سمارة,منزل وعيادة الدكتور احمد بسام سمارة,Dr. Ahmad Bassam Samara House and clinic,منزل وعيادة الدكتور احمد بسام سمارة,doctors,32.3350759,35.2864809,893
Jenin,سيريس,منزل الدكتور مراد علي سمارة,منزل الدكتور مراد علي سمارة,Dr. Murad Samara house,منزل الدكتور مراد علي سمارة,doctors,32.3364774,35.285579,1070
Jenin,سيريس,منزل الدكتور اسامة فقها,منزل الدكتور اسامة فقها,Dr Osama Foqha house,منزل الدكتور اسامة فقها,doctors,32.3377307,35.2850715,1216
Jenin,سيريس,مسجد ابوبكر الصديق,مسجد ابوبكر الصديق,Abu-Baker Alseddeq mosque,مسجد ابوبكر الصديق,place_of_worship,32.3307219,35.2905605,304
Jenin,سيريس,مسجد سيريس القديم,مسجد سيريس القديم,Siris Old Mosque,مسجد سيريس القديم,place_of_worship,32.3287491,35.2904976,95
Jenin,سيريس,مسجد الفاروق,مسجد الفاروق,Al-Farouk Mosque,مسجد الفاروق,place_of_worship,32.3274395,35.2903382,88
Jenin,سيريس,مصلى التوبة,مصلى التوبة,Altawba Mosque,مصلى التوبة,place_of_worship,32.3310546,35.296498,618
Jenin,سيريس,مسجة البر والتقوى,مسجة البر والتقوى,Al-Bir Waltaqwa mosque,مسجة البر والتقوى,place_of_worship,32.3255263,35.2931701,343
Jenin,سيريس,صيدلية الاسراء,صيدلية الاسراء,Al-Isra'a Pharmacy,صيدلية الاسراء,pharmacy,32.3295823,35.2917438,189
Jenin,سيريس,مطعم بروست تايم,مطعم بروست تايم,Broast time restaurant,مطعم بروست تايم,restaurant,32.3296554,35.2916075,192
Jenin,سيريس,قاعة سوا للمناسبات,قاعة سوا للمناسبات,Sawa Hall,قاعة سوا للمناسبات,townhall,32.3284601,35.2936203,252
Jenin,سيريس,موقف سيريس - المثلث,موقف سيريس - المثلث,Siris Bus Station,موقف سيريس - المثلث,bus_station,32.3302897,35.2909528,254
Jenin,الجديدة,مسلخ الامير,مسلخ الامير,Al-Ameer Butchery,مسلخ الامير,butcher,32.3351473,35.2949655,527
Jenin,ميثلون,المحادر,المحادر,,Al Mahader,residential,32.3546664,35.2734556,762
Jenin,ميثلون,الشط,الشط,,Ash Shatt,residential,32.3556055,35.2719891,883
Jenin,ميثلون,المضابع,المضابع,,Al Madabi',residential,32.354158,35.2697416,802
Jenin,ميثلون,السويحل,السويحل,,As Suweihel,residential,32.3522168,35.2699792,607
Jenin,ميثلون,العنبرات,العنبرات,,Al Anbarat,residential,32.3504768,35.2708832,404
Jenin,ميثلون,حبلة فتول,حبلة فتول,,Hablat Fattoul,residential,32.3487063,35.2730194,123
Jenin,ميثلون,الحشاش,الحشاش,,Al Hashash,residential,32.3484739,35.2742165,82
Jenin,ميثلون,اللواوين,اللواوين,,Al Lawaween,residential,32.3482913,35.2731263,83
Jenin,ميثلون,بير المدارس,بير المدارس,,Bir Al Madaris,residential,32.3521911,35.2764779,547
Jenin,ميثلون,بركة البط,بركة البط,,Birket Al Batt,residential,32.3537895,35.2766997,717
Jenin,ميثلون,خالد ين الوليد,خالد ين الوليد,,Khalid Ibn Al Waleed,residential,32.3488787,35.2751469,172
Jenin,ميثلون,الجديدة,الجديدة,,Al Jadeeda,residential,32.3464205,35.2790164,513
Jenin,ميثلون,أبو علي مصطفى,أبو علي مصطفى,,Abu Ali Mustafa,secondary,32.3453079,35.274608,289
Jenin,ميثلون,أبو محلا,أبو محلا,,Abu Mhallah,residential,32.3540646,35.2713768,731
Jenin,ميثلون,قفا خيبر,قفا خيبر,,Qafa Kheiber,residential,32.3490871,35.2810817,698
Jenin,ميثلون,الراس,الراس,,Ar Rass,residential,32.3506308,35.2757414,362
Jenin,ميثلون,بنات ميثلون الثانوية,بنات ميثلون الثانوية,,Meithalun's Secondary School for Girls,school,32.3504098,35.2772277,432
Jenin,ميثلون,مدرسة مسقط الثانوية للبنات,مدرسة مسقط الثانوية للبنات,,Musqat Secondary School for Girls,school,32.3426794,35.2726653,581
Jenin,ميثلون,الحشاش,الحشاش,,Al Hashash,residential,32.3490545,35.2741842,142
Jenin,ميثلون,الحشاش,الحشاش,,Al Hashash,residential,32.3487471,35.2735376,106
Jenin,ميثلون,البيادر,البيادر,,Al Bayadir,residential,32.3501812,35.272604,286
Jenin,ميثلون,البيادر,البيادر,,Al Bayadir,residential,32.3497205,35.2718258,282
Jenin,ميثلون,البيادر,البيادر,,Al Bayadir,residential,32.3496972,35.271485,302
Jenin,ميثلون,الشارع الجنوبي,الشارع الجنوبي,,Ash Shari' Al Janoubi,secondary,32.3472317,35.2713026,244
Jenin,صانور,طريق الجربا,طريق الجربا,Jarba,Jarba,secondary,32.3548772,35.2496381,412
Jenin,سيريس,مركز سيريس الطبي,مركز سيريس الطبي,Seres Clinical center,مركز سيريس الطبي,doctors,32.3267742,35.2933399,260
Jenin,سيريس,مقبرة سيريس,مقبرة سيريس,Siris Cemetery,مقبرة سيريس,grave_yard,32.3238405,35.2889528,502
Jenin,مخيم جنين,العودة,العودة,,Al-Awdah,residential,32.4604233,35.2890729,84
Jenin,مخيم جنين,شارع الدامور,شارع الدامور,,Sharia Al-Damor,tertiary,32.4510573,35.2903146,1072
Jenin,برقين,الشهداء,الشهداء,,Al-Shuhadaa,secondary,32.4530927,35.2624726,384
Jenin,مخيم جنين,قتيبة بن مسلم,قتيبة بن مسلم,,Qutayba Ibn Muslim,residential,32.4685767,35.2835204,996
Jenin,برطعة,شارع حطين,شارع حطين,Sharia Hittin,شارع حطين,residential,32.4751093,35.0830644,687
Jenin,برطعة,شارع ابن القيم,شارع ابن القيم,,شارع ابن القيم,residential,32.4748745,35.0812478,855
Jenin,برطعة,شارع الجامع,شارع الجامع,,شارع الجامع,residential,32.4733787,35.0825745,736
Jenin,برطعة,شارع البيادر,شارع البيادر,,شارع البيادر,residential,32.474538,35.0857075,435
Jenin,برطعة,شارع احمد شوقي,شارع احمد شوقي,,شارع احمد شوقي,residential,32.4748028,35.0840527,592
Jenin,برطعة,شارع ابن تيمية,شارع ابن تيمية,,شارع ابن تيمية,residential,32.4745268,35.0809177,884
Jenin,برطعة,شارع ابن الهيثم,شارع ابن الهيثم,,شارع ابن الهيثم,residential,32.4763759,35.0868633,397
Jenin,برطعة,شارع الجولان,شارع الجولان,,شارع الجولان,residential,32.476252,35.0856974,484
Jenin,برطعة,شارع الرحمة,شارع الرحمة,Sharia Al-Rahma,شارع الرحمة,residential,32.4763247,35.0864773,424
Jenin,برطعة,شارع حورة,شارع حورة,,شارع حورة,residential,32.4717007,35.085507,539
Jenin,برطعة,شارع النجاح,شارع النجاح,,شارع النجاح,residential,32.4736264,35.0875884,269
Jenin,الألمانية,موقف سيارات مستشفى طوباس التركي,موقف سيارات مستشفى طوباس التركي,Tobas Turkish Hospital Parking,موقف سيارات مستشفى طوباس التركي,parking,32.3371366,35.3565148,1203
Jenin,الألمانية,طريق مستشفى طوباس التركي,طريق مستشفى طوباس التركي,Tobas Turkish Hospital Road,طريق مستشفى طوباس التركي,residential,32.3361514,35.35947,980
Jenin,الجديدة,شارع الجديدة,شارع الجديدة,,Aljadedeh,residential,32.336014,35.3033397,267
Jenin,الجديدة,شارع الجديدة الرئيسي,شارع الجديدة الرئيسي,,شارع الجديدة الرئيسي,secondary,32.3357394,35.3010321,50
Jenin,ميثلون,الخربة,الخربة,,Al Khibrbeh,residential,32.3397491,35.2781061,984
Jenin,ميثلون,الخربة,الخربة,,Al Khibrbeh,residential,32.3444781,35.2736556,372
Jenin,ميثلون,الخربة,الخربة,,Al Khibrbeh,residential,32.3445488,35.2734425,365
Jenin,سيريس,شارع سيريس - ميثلون,شارع سيريس - ميثلون,Siris- Maithaloon,شارع سيريس - ميثلون,secondary,32.3366496,35.2848651,1120
Jenin,سيريس,شارع سيريس الرئيسي,شارع سيريس الرئيسي,Seres Main Street Road,شارع سيريس الرئيسي,secondary,32.3299771,35.291325,221
Jenin,سيريس,شارع سيريس,شارع سيريس,Seres,شارع سيريس,tertiary,32.3294758,35.2911007,163
